,neutral,joy,surprise,disgust,fear,anger,sadness,category
330,0.44619956612586975,0.14730079472064972,0.13863077759742737,0.1182936355471611,0.07750682532787323,0.03821372613310814,0.03385467082262039,"['Comedy', 'Drama']"
3217,0.06583990901708603,0.0030351767782121897,0.09665463864803314,0.0056807673536241055,0.7822163701057434,0.04282741993665695,0.0037457558792084455,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.14479687809944153,0.0030582454055547714,0.01432508509606123,0.21426084637641907,0.08528734743595123,0.39719754457473755,0.1410740613937378,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.04251579940319061,0.018551377579569817,0.01305285282433033,0.07312164455652237,0.021625356748700142,0.7372537851333618,0.09387913346290588,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.7795880436897278,0.07981954514980316,0.02028808370232582,0.08673711121082306,0.003069161670282483,0.011677282862365246,0.018820811063051224,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.8151342272758484,0.009847906418144703,0.012697316706180573,0.009062156081199646,0.015386759303510189,0.010910909622907639,0.12696081399917603,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.00887386780232191,0.0007955943583510816,0.005990299861878157,0.0033066722098737955,0.9758578538894653,0.0011888245353475213,0.003986887633800507,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.08543213456869125,0.845984935760498,0.007640807423740625,0.0072667864151299,0.013118756003677845,0.029977960512042046,0.010578578338027,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.06576720625162125,0.0027746157720685005,0.006482050288468599,0.3290198743343353,0.06581226736307144,0.4375590980052948,0.09258495271205902,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.5114344358444214,0.004826225806027651,0.38414230942726135,0.043426062911748886,0.007545755244791508,0.009670612402260303,0.038954585790634155,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.9369032382965088,0.011380312032997608,0.031920988112688065,0.003923159092664719,0.0035438041668385267,0.007013992872089148,0.005314578767865896,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.736522912979126,0.004527339246124029,0.010911100544035435,0.13961243629455566,0.00754900649189949,0.07034474611282349,0.030532443895936012,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.022427711635828018,0.0020102376583963633,0.0035417217295616865,0.004930054768919945,0.9242148399353027,0.03179274499416351,0.011082836426794529,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
3217,0.3112151622772217,0.006727395113557577,0.10863395780324936,0.09776760637760162,0.1416238248348236,0.15688809752464294,0.17714397609233856,"['Others', 'Family/Animation', 'Horror', 'Drama', 'Fantasy/Sci-Fi', 'Comedy', 'Action/Adventure']"
